Index,File,Id,Label
43,39__19_07_13_lanchaMotora_Entra_chunk_43.wav,80,dredger
44,39__19_07_13_lanchaMotora_Entra_chunk_44.wav,80,dredger
45,39__19_07_13_lanchaMotora_Entra_chunk_45.wav,80,dredger
46,39__19_07_13_lanchaMotora_Entra_chunk_46.wav,80,dredger
47,39__19_07_13_lanchaMotora_Entra_chunk_47.wav,80,dredger
48,39__19_07_13_lanchaMotora_Entra_chunk_48.wav,80,dredger
49,39__19_07_13_lanchaMotora_Entra_chunk_49.wav,80,dredger
50,39__19_07_13_lanchaMotora_Entra_chunk_50.wav,80,dredger
51,39__19_07_13_lanchaMotora_Entra_chunk_51.wav,80,dredger
52,39__19_07_13_lanchaMotora_Entra_chunk_52.wav,80,dredger
53,39__19_07_13_lanchaMotora_Entra_chunk_53.wav,80,dredger
54,39__19_07_13_lanchaMotora_Entra_chunk_54.wav,80,dredger
55,39__19_07_13_lanchaMotora_Entra_chunk_55.wav,80,dredger
56,39__19_07_13_lanchaMotora_Entra_chunk_56.wav,80,dredger
57,39__19_07_13_lanchaMotora_Entra_chunk_57.wav,80,dredger
58,39__19_07_13_lanchaMotora_Entra_chunk_58.wav,80,dredger
59,39__19_07_13_lanchaMotora_Entra_chunk_59.wav,80,dredger
60,39__19_07_13_lanchaMotora_Entra_chunk_60.wav,80,dredger
61,39__19_07_13_lanchaMotora_Entra_chunk_61.wav,80,dredger
62,39__19_07_13_lanchaMotora_Entra_chunk_62.wav,80,dredger
63,39__19_07_13_lanchaMotora_Entra_chunk_63.wav,80,dredger
64,39__19_07_13_lanchaMotora_Entra_chunk_64.wav,80,dredger
65,39__19_07_13_lanchaMotora_Entra_chunk_65.wav,80,dredger
66,39__19_07_13_lanchaMotora_Entra_chunk_66.wav,80,dredger
67,39__19_07_13_lanchaMotora_Entra_chunk_67.wav,80,dredger
68,39__19_07_13_lanchaMotora_Entra_chunk_68.wav,80,dredger
69,39__19_07_13_lanchaMotora_Entra_chunk_69.wav,80,dredger
70,39__19_07_13_lanchaMotora_Entra_chunk_70.wav,80,dredger
71,39__19_07_13_lanchaMotora_Entra_chunk_71.wav,80,dredger
72,39__19_07_13_lanchaMotora_Entra_chunk_72.wav,80,dredger
73,39__19_07_13_lanchaMotora_Entra_chunk_73.wav,80,dredger
74,26__19_07_13_Lancha_chunk_0.wav,10,passengers
75,26__19_07_13_Lancha_chunk_1.wav,10,passengers
76,26__19_07_13_Lancha_chunk_2.wav,10,passengers
77,26__19_07_13_Lancha_chunk_3.wav,10,passengers
78,26__19_07_13_Lancha_chunk_4.wav,10,passengers
79,26__19_07_13_Lancha_chunk_5.wav,10,passengers
80,26__19_07_13_Lancha_chunk_6.wav,10,passengers
81,26__19_07_13_Lancha_chunk_7.wav,10,passengers
82,26__19_07_13_Lancha_chunk_8.wav,10,passengers
83,26__19_07_13_Lancha_chunk_9.wav,10,passengers
84,26__19_07_13_Lancha_chunk_10.wav,10,passengers
85,26__19_07_13_Lancha_chunk_11.wav,10,passengers
86,26__19_07_13_Lancha_chunk_12.wav,10,passengers
87,26__19_07_13_Lancha_chunk_13.wav,10,passengers
88,26__19_07_13_Lancha_chunk_14.wav,10,passengers
89,26__19_07_13_Lancha_chunk_15.wav,10,passengers
90,26__19_07_13_Lancha_chunk_16.wav,10,passengers
91,26__19_07_13_Lancha_chunk_17.wav,10,passengers
92,26__19_07_13_Lancha_chunk_18.wav,10,passengers
93,26__19_07_13_Lancha_chunk_19.wav,10,passengers
94,26__19_07_13_Lancha_chunk_20.wav,10,passengers
95,26__19_07_13_Lancha_chunk_21.wav,10,passengers
96,26__19_07_13_Lancha_chunk_22.wav,10,passengers
97,26__19_07_13_Lancha_chunk_23.wav,10,passengers
98,83__27_09_13_H3_oleaje_chunk_0.wav,14,passengers
99,83__27_09_13_H3_oleaje_chunk_1.wav,14,passengers
100,83__27_09_13_H3_oleaje_chunk_2.wav,14,passengers
101,83__27_09_13_H3_oleaje_chunk_3.wav,14,passengers
102,83__27_09_13_H3_oleaje_chunk_4.wav,14,passengers
103,83__27_09_13_H3_oleaje_chunk_5.wav,14,passengers
104,83__27_09_13_H3_oleaje_chunk_6.wav,14,passengers
105,83__27_09_13_H3_oleaje_chunk_7.wav,14,passengers
106,83__27_09_13_H3_oleaje_chunk_8.wav,14,passengers
107,83__27_09_13_H3_oleaje_chunk_9.wav,14,passengers
108,83__27_09_13_H3_oleaje_chunk_10.wav,14,passengers
109,83__27_09_13_H3_oleaje_chunk_11.wav,14,passengers
110,83__27_09_13_H3_oleaje_chunk_12.wav,14,passengers
111,83__27_09_13_H3_oleaje_chunk_13.wav,14,passengers
112,83__27_09_13_H3_oleaje_chunk_14.wav,14,passengers
113,83__27_09_13_H3_oleaje_chunk_15.wav,14,passengers
114,83__27_09_13_H3_oleaje_chunk_16.wav,14,passengers
115,83__27_09_13_H3_oleaje_chunk_17.wav,14,passengers
116,83__27_09_13_H3_oleaje_chunk_18.wav,14,passengers
117,83__27_09_13_H3_oleaje_chunk_19.wav,14,passengers
118,83__27_09_13_H3_oleaje_chunk_20.wav,14,passengers
119,83__27_09_13_H3_oleaje_chunk_21.wav,14,passengers
120,83__27_09_13_H3_oleaje_chunk_22.wav,14,passengers
121,83__27_09_13_H3_oleaje_chunk_23.wav,14,passengers
122,83__27_09_13_H3_oleaje_chunk_24.wav,14,passengers
123,83__27_09_13_H3_oleaje_chunk_25.wav,14,passengers
124,83__27_09_13_H3_oleaje_chunk_26.wav,14,passengers
125,83__27_09_13_H3_oleaje_chunk_27.wav,14,passengers
126,83__27_09_13_H3_oleaje_chunk_28.wav,14,passengers
127,83__27_09_13_H3_oleaje_chunk_29.wav,14,passengers
128,83__27_09_13_H3_oleaje_chunk_30.wav,14,passengers
129,83__27_09_13_H3_oleaje_chunk_31.wav,14,passengers
130,83__27_09_13_H3_oleaje_chunk_32.wav,14,passengers
131,83__27_09_13_H3_oleaje_chunk_33.wav,14,passengers
132,83__27_09_13_H3_oleaje_chunk_34.wav,14,passengers
133,83__27_09_13_H3_oleaje_chunk_35.wav,14,passengers
134,83__27_09_13_H3_oleaje_chunk_36.wav,14,passengers
135,83__27_09_13_H3_oleaje_chunk_37.wav,14,passengers
136,83__27_09_13_H3_oleaje_chunk_38.wav,14,passengers
137,83__27_09_13_H3_oleaje_chunk_39.wav,14,passengers
138,83__27_09_13_H3_oleaje_chunk_40.wav,14,passengers
139,83__27_09_13_H3_oleaje_chunk_41.wav,14,passengers
140,83__27_09_13_H3_oleaje_chunk_42.wav,14,passengers
141,83__27_09_13_H3_oleaje_chunk_43.wav,14,passengers
142,83__27_09_13_H3_oleaje_chunk_44.wav,14,passengers
143,83__27_09_13_H3_oleaje_chunk_45.wav,14,passengers
144,83__27_09_13_H3_oleaje_chunk_46.wav,14,passengers
145,83__27_09_13_H3_oleaje_chunk_47.wav,14,passengers
146,83__27_09_13_H3_oleaje_chunk_48.wav,14,passengers
147,83__27_09_13_H3_oleaje_chunk_49.wav,14,passengers
148,83__27_09_13_H3_oleaje_chunk_50.wav,14,passengers
149,83__27_09_13_H3_oleaje_chunk_51.wav,14,passengers
150,83__27_09_13_H3_oleaje_chunk_52.wav,14,passengers
151,83__27_09_13_H3_oleaje_chunk_53.wav,14,passengers
152,83__27_09_13_H3_oleaje_chunk_54.wav,14,passengers
153,83__27_09_13_H3_oleaje_chunk_55.wav,14,passengers
154,83__27_09_13_H3_oleaje_chunk_56.wav,14,passengers
155,83__27_09_13_H3_oleaje_chunk_57.wav,14,passengers
156,83__27_09_13_H3_oleaje_chunk_58.wav,14,passengers
157,83__27_09_13_H3_oleaje_chunk_59.wav,14,passengers
158,83__27_09_13_H3_oleaje_chunk_60.wav,14,passengers
159,83__27_09_13_H3_oleaje_chunk_61.wav,14,passengers
160,83__27_09_13_H3_oleaje_chunk_62.wav,14,passengers
161,83__27_09_13_H3_oleaje_chunk_63.wav,14,passengers
162,83__27_09_13_H3_oleaje_chunk_64.wav,14,passengers
163,83__27_09_13_H3_oleaje_chunk_65.wav,14,passengers
164,83__27_09_13_H3_oleaje_chunk_66.wav,14,passengers
165,83__27_09_13_H3_oleaje_chunk_67.wav,14,passengers
166,83__27_09_13_H3_oleaje_chunk_68.wav,14,passengers
167,83__27_09_13_H3_oleaje_chunk_69.wav,14,passengers
168,83__27_09_13_H3_oleaje_chunk_70.wav,14,passengers
169,83__27_09_13_H3_oleaje_chunk_71.wav,14,passengers
170,83__27_09_13_H3_oleaje_chunk_72.wav,14,passengers
171,83__27_09_13_H3_oleaje_chunk_73.wav,14,passengers
172,83__27_09_13_H3_oleaje_chunk_74.wav,14,passengers
173,83__27_09_13_H3_oleaje_chunk_75.wav,14,passengers
174,83__27_09_13_H3_oleaje_chunk_76.wav,14,passengers
175,83__27_09_13_H3_oleaje_chunk_77.wav,14,passengers
176,83__27_09_13_H3_oleaje_chunk_78.wav,14,passengers
177,83__27_09_13_H3_oleaje_chunk_79.wav,14,passengers
178,83__27_09_13_H3_oleaje_chunk_80.wav,14,passengers
179,83__27_09_13_H3_oleaje_chunk_81.wav,14,passengers
180,83__27_09_13_H3_oleaje_chunk_82.wav,14,passengers
181,83__27_09_13_H3_oleaje_chunk_83.wav,14,passengers
182,83__27_09_13_H3_oleaje_chunk_84.wav,14,passengers
183,83__27_09_13_H3_oleaje_chunk_85.wav,14,passengers
184,83__27_09_13_H3_oleaje_chunk_86.wav,14,passengers
185,83__27_09_13_H3_oleaje_chunk_87.wav,14,passengers
186,83__27_09_13_H3_oleaje_chunk_88.wav,14,passengers
187,83__27_09_13_H3_oleaje_chunk_89.wav,14,passengers
188,83__27_09_13_H3_oleaje_chunk_90.wav,14,passengers
189,83__27_09_13_H3_oleaje_chunk_91.wav,14,passengers
190,83__27_09_13_H3_oleaje_chunk_92.wav,14,passengers
191,83__27_09_13_H3_oleaje_chunk_93.wav,14,passengers
192,83__27_09_13_H3_oleaje_chunk_94.wav,14,passengers
193,83__27_09_13_H3_oleaje_chunk_95.wav,14,passengers
194,83__27_09_13_H3_oleaje_chunk_96.wav,14,passengers
195,83__27_09_13_H3_oleaje_chunk_97.wav,14,passengers
196,83__27_09_13_H3_oleaje_chunk_98.wav,14,passengers
197,83__27_09_13_H3_oleaje_chunk_99.wav,14,passengers
198,83__27_09_13_H3_oleaje_chunk_100.wav,14,passengers
199,83__27_09_13_H3_oleaje_chunk_101.wav,14,passengers
200,83__27_09_13_H3_oleaje_chunk_102.wav,14,passengers
201,83__27_09_13_H3_oleaje_chunk_103.wav,14,passengers
202,83__27_09_13_H3_oleaje_chunk_104.wav,14,passengers
203,83__27_09_13_H3_oleaje_chunk_105.wav,14,passengers
204,83__27_09_13_H3_oleaje_chunk_106.wav,14,passengers
205,83__27_09_13_H3_oleaje_chunk_107.wav,14,passengers
206,83__27_09_13_H3_oleaje_chunk_108.wav,14,passengers
207,83__27_09_13_H3_oleaje_chunk_109.wav,14,passengers
208,83__27_09_13_H3_oleaje_chunk_110.wav,14,passengers
209,83__27_09_13_H3_oleaje_chunk_111.wav,14,passengers
210,83__27_09_13_H3_oleaje_chunk_112.wav,14,passengers
211,83__27_09_13_H3_oleaje_chunk_113.wav,14,passengers
212,83__27_09_13_H3_oleaje_chunk_114.wav,14,passengers
213,83__27_09_13_H3_oleaje_chunk_115.wav,14,passengers
214,83__27_09_13_H3_oleaje_chunk_116.wav,14,passengers
215,83__27_09_13_H3_oleaje_chunk_117.wav,14,passengers
216,83__27_09_13_H3_oleaje_chunk_118.wav,14,passengers
217,83__27_09_13_H3_oleaje_chunk_119.wav,14,passengers
218,83__27_09_13_H3_oleaje_chunk_120.wav,14,passengers
219,84__27_09_13_H3_viento_chunk_0.wav,15,tugboat
220,84__27_09_13_H3_viento_chunk_1.wav,15,tugboat
221,84__27_09_13_H3_viento_chunk_2.wav,15,tugboat
222,84__27_09_13_H3_viento_chunk_3.wav,15,tugboat
223,84__27_09_13_H3_viento_chunk_4.wav,15,tugboat
224,84__27_09_13_H3_viento_chunk_5.wav,15,tugboat
225,84__27_09_13_H3_viento_chunk_6.wav,15,tugboat
226,84__27_09_13_H3_viento_chunk_7.wav,15,tugboat
227,84__27_09_13_H3_viento_chunk_8.wav,15,tugboat
228,84__27_09_13_H3_viento_chunk_9.wav,15,tugboat
229,84__27_09_13_H3_viento_chunk_10.wav,15,tugboat
230,84__27_09_13_H3_viento_chunk_11.wav,15,tugboat
231,84__27_09_13_H3_viento_chunk_12.wav,15,tugboat
232,84__27_09_13_H3_viento_chunk_13.wav,15,tugboat
233,84__27_09_13_H3_viento_chunk_14.wav,15,tugboat
234,84__27_09_13_H3_viento_chunk_15.wav,15,tugboat
235,84__27_09_13_H3_viento_chunk_16.wav,15,tugboat
236,84__27_09_13_H3_viento_chunk_17.wav,15,tugboat
237,84__27_09_13_H3_viento_chunk_18.wav,15,tugboat
238,84__27_09_13_H3_viento_chunk_19.wav,15,tugboat
239,84__27_09_13_H3_viento_chunk_20.wav,15,tugboat
240,84__27_09_13_H3_viento_chunk_21.wav,15,tugboat
241,84__27_09_13_H3_viento_chunk_22.wav,15,tugboat
242,84__27_09_13_H3_viento_chunk_23.wav,15,tugboat
243,84__27_09_13_H3_viento_chunk_24.wav,15,tugboat
244,84__27_09_13_H3_viento_chunk_25.wav,15,tugboat
245,84__27_09_13_H3_viento_chunk_26.wav,15,tugboat
246,84__27_09_13_H3_viento_chunk_27.wav,15,tugboat
247,84__27_09_13_H3_viento_chunk_28.wav,15,tugboat
248,84__27_09_13_H3_viento_chunk_29.wav,15,tugboat
249,84__27_09_13_H3_viento_chunk_30.wav,15,tugboat
250,84__27_09_13_H3_viento_chunk_31.wav,15,tugboat
251,84__27_09_13_H3_viento_chunk_32.wav,15,tugboat
252,84__27_09_13_H3_viento_chunk_33.wav,15,tugboat
253,84__27_09_13_H3_viento_chunk_34.wav,15,tugboat
254,84__27_09_13_H3_viento_chunk_35.wav,15,tugboat
255,84__27_09_13_H3_viento_chunk_36.wav,15,tugboat
256,84__27_09_13_H3_viento_chunk_37.wav,15,tugboat
257,84__27_09_13_H3_viento_chunk_38.wav,15,tugboat
258,84__27_09_13_H3_viento_chunk_39.wav,15,tugboat
259,84__27_09_13_H3_viento_chunk_40.wav,15,tugboat
260,84__27_09_13_H3_viento_chunk_41.wav,15,tugboat
261,84__27_09_13_H3_viento_chunk_42.wav,15,tugboat
262,84__27_09_13_H3_viento_chunk_43.wav,15,tugboat
263,84__27_09_13_H3_viento_chunk_44.wav,15,tugboat
264,84__27_09_13_H3_viento_chunk_45.wav,15,tugboat
265,84__27_09_13_H3_viento_chunk_46.wav,15,tugboat
266,84__27_09_13_H3_viento_chunk_47.wav,15,tugboat
267,84__27_09_13_H3_viento_chunk_48.wav,15,tugboat
268,84__27_09_13_H3_viento_chunk_49.wav,15,tugboat
269,84__27_09_13_H3_viento_chunk_50.wav,15,tugboat
270,84__27_09_13_H3_viento_chunk_51.wav,15,tugboat
271,84__27_09_13_H3_viento_chunk_52.wav,15,tugboat
272,84__27_09_13_H3_viento_chunk_53.wav,15,tugboat
273,84__27_09_13_H3_viento_chunk_54.wav,15,tugboat
274,84__27_09_13_H3_viento_chunk_55.wav,15,tugboat
275,84__27_09_13_H3_viento_chunk_56.wav,15,tugboat
276,84__27_09_13_H3_viento_chunk_57.wav,15,tugboat
277,84__27_09_13_H3_viento_chunk_58.wav,15,tugboat
278,84__27_09_13_H3_viento_chunk_59.wav,15,tugboat
279,84__27_09_13_H3_viento_chunk_60.wav,15,tugboat
280,84__27_09_13_H3_viento_chunk_61.wav,15,tugboat
281,84__27_09_13_H3_viento_chunk_62.wav,15,tugboat
282,84__27_09_13_H3_viento_chunk_63.wav,15,tugboat
283,84__27_09_13_H3_viento_chunk_64.wav,15,tugboat
284,84__27_09_13_H3_viento_chunk_65.wav,15,tugboat
285,84__27_09_13_H3_viento_chunk_66.wav,15,tugboat
286,84__27_09_13_H3_viento_chunk_67.wav,15,tugboat
287,84__27_09_13_H3_viento_chunk_68.wav,15,tugboat
288,84__27_09_13_H3_viento_chunk_69.wav,15,tugboat
289,84__27_09_13_H3_viento_chunk_70.wav,15,tugboat
290,84__27_09_13_H3_viento_chunk_71.wav,15,tugboat
291,84__27_09_13_H3_viento_chunk_72.wav,15,tugboat
292,84__27_09_13_H3_viento_chunk_73.wav,15,tugboat
293,84__27_09_13_H3_viento_chunk_74.wav,15,tugboat
294,84__27_09_13_H3_viento_chunk_75.wav,15,tugboat
295,84__27_09_13_H3_viento_chunk_76.wav,15,tugboat
296,84__27_09_13_H3_viento_chunk_77.wav,15,tugboat
297,84__27_09_13_H3_viento_chunk_78.wav,15,tugboat
298,84__27_09_13_H3_viento_chunk_79.wav,15,tugboat
299,84__27_09_13_H3_viento_chunk_80.wav,15,tugboat
300,84__27_09_13_H3_viento_chunk_81.wav,15,tugboat
301,84__27_09_13_H3_viento_chunk_82.wav,15,tugboat
302,84__27_09_13_H3_viento_chunk_83.wav,15,tugboat
303,84__27_09_13_H3_viento_chunk_84.wav,15,tugboat
304,84__27_09_13_H3_viento_chunk_85.wav,15,tugboat
305,84__27_09_13_H3_viento_chunk_86.wav,15,tugboat
306,84__27_09_13_H3_viento_chunk_87.wav,15,tugboat
307,84__27_09_13_H3_viento_chunk_88.wav,15,tugboat
308,84__27_09_13_H3_viento_chunk_89.wav,15,tugboat
309,84__27_09_13_H3_viento_chunk_90.wav,15,tugboat
310,84__27_09_13_H3_viento_chunk_91.wav,15,tugboat
311,84__27_09_13_H3_viento_chunk_92.wav,15,tugboat
312,84__27_09_13_H3_viento_chunk_93.wav,15,tugboat
313,84__27_09_13_H3_viento_chunk_94.wav,15,tugboat
314,84__27_09_13_H3_viento_chunk_95.wav,15,tugboat
315,84__27_09_13_H3_viento_chunk_96.wav,15,tugboat
316,84__27_09_13_H3_viento_chunk_97.wav,15,tugboat
317,84__27_09_13_H3_viento_chunk_98.wav,15,tugboat
318,84__27_09_13_H3_viento_chunk_99.wav,15,tugboat
319,84__27_09_13_H3_viento_chunk_100.wav,15,tugboat
320,84__27_09_13_H3_viento_chunk_101.wav,15,tugboat
321,84__27_09_13_H3_viento_chunk_102.wav,15,tugboat
322,84__27_09_13_H3_viento_chunk_103.wav,15,tugboat
323,84__27_09_13_H3_viento_chunk_104.wav,15,tugboat
324,84__27_09_13_H3_viento_chunk_105.wav,15,tugboat
325,84__27_09_13_H3_viento_chunk_106.wav,15,tugboat
326,84__27_09_13_H3_viento_chunk_107.wav,15,tugboat
327,84__27_09_13_H3_viento_chunk_108.wav,15,tugboat
328,84__27_09_13_H3_viento_chunk_109.wav,15,tugboat
329,84__27_09_13_H3_viento_chunk_110.wav,15,tugboat
330,84__27_09_13_H3_viento_chunk_111.wav,15,tugboat
331,84__27_09_13_H3_viento_chunk_112.wav,15,tugboat
332,84__27_09_13_H3_viento_chunk_113.wav,15,tugboat
333,84__27_09_13_H3_viento_chunk_114.wav,15,tugboat
334,84__27_09_13_H3_viento_chunk_115.wav,15,tugboat
335,84__27_09_13_H3_viento_chunk_116.wav,15,tugboat
336,84__27_09_13_H3_viento_chunk_117.wav,15,tugboat
337,84__27_09_13_H3_viento_chunk_118.wav,15,tugboat
338,84__27_09_13_H3_viento_chunk_119.wav,15,tugboat
339,84__27_09_13_H3_viento_chunk_120.wav,15,tugboat
340,66__23_07_13_H3_Pesquerito2_Velero_chunk_0.wav,6,passengers
341,66__23_07_13_H3_Pesquerito2_Velero_chunk_1.wav,6,passengers
342,66__23_07_13_H3_Pesquerito2_Velero_chunk_2.wav,6,passengers
343,66__23_07_13_H3_Pesquerito2_Velero_chunk_3.wav,6,passengers
344,66__23_07_13_H3_Pesquerito2_Velero_chunk_4.wav,6,passengers
345,66__23_07_13_H3_Pesquerito2_Velero_chunk_5.wav,6,passengers
346,66__23_07_13_H3_Pesquerito2_Velero_chunk_6.wav,6,passengers
347,66__23_07_13_H3_Pesquerito2_Velero_chunk_7.wav,6,passengers
348,66__23_07_13_H3_Pesquerito2_Velero_chunk_8.wav,6,passengers
349,66__23_07_13_H3_Pesquerito2_Velero_chunk_9.wav,6,passengers
350,66__23_07_13_H3_Pesquerito2_Velero_chunk_10.wav,6,passengers
351,66__23_07_13_H3_Pesquerito2_Velero_chunk_11.wav,6,passengers
352,66__23_07_13_H3_Pesquerito2_Velero_chunk_12.wav,6,passengers
353,66__23_07_13_H3_Pesquerito2_Velero_chunk_13.wav,6,passengers
354,66__23_07_13_H3_Pesquerito2_Velero_chunk_14.wav,6,passengers
355,66__23_07_13_H3_Pesquerito2_Velero_chunk_15.wav,6,passengers
356,66__23_07_13_H3_Pesquerito2_Velero_chunk_16.wav,6,passengers
357,66__23_07_13_H3_Pesquerito2_Velero_chunk_17.wav,6,passengers
358,66__23_07_13_H3_Pesquerito2_Velero_chunk_18.wav,6,passengers
359,66__23_07_13_H3_Pesquerito2_Velero_chunk_19.wav,6,passengers
360,66__23_07_13_H3_Pesquerito2_Velero_chunk_20.wav,6,passengers
361,66__23_07_13_H3_Pesquerito2_Velero_chunk_21.wav,6,passengers
362,66__23_07_13_H3_Pesquerito2_Velero_chunk_22.wav,6,passengers
363,66__23_07_13_H3_Pesquerito2_Velero_chunk_23.wav,6,passengers
364,66__23_07_13_H3_Pesquerito2_Velero_chunk_24.wav,6,passengers
365,66__23_07_13_H3_Pesquerito2_Velero_chunk_25.wav,6,passengers
366,66__23_07_13_H3_Pesquerito2_Velero_chunk_26.wav,6,passengers
367,66__23_07_13_H3_Pesquerito2_Velero_chunk_27.wav,6,passengers
368,66__23_07_13_H3_Pesquerito2_Velero_chunk_28.wav,6,passengers
369,66__23_07_13_H3_Pesquerito2_Velero_chunk_29.wav,6,passengers
370,66__23_07_13_H3_Pesquerito2_Velero_chunk_30.wav,6,passengers
371,66__23_07_13_H3_Pesquerito2_Velero_chunk_31.wav,6,passengers
372,66__23_07_13_H3_Pesquerito2_Velero_chunk_32.wav,6,passengers
373,66__23_07_13_H3_Pesquerito2_Velero_chunk_33.wav,6,passengers
374,66__23_07_13_H3_Pesquerito2_Velero_chunk_34.wav,6,passengers
375,66__23_07_13_H3_Pesquerito2_Velero_chunk_35.wav,6,passengers
376,66__23_07_13_H3_Pesquerito2_Velero_chunk_36.wav,6,passengers
377,66__23_07_13_H3_Pesquerito2_Velero_chunk_37.wav,6,passengers
378,66__23_07_13_H3_Pesquerito2_Velero_chunk_38.wav,6,passengers
379,66__23_07_13_H3_Pesquerito2_Velero_chunk_39.wav,6,passengers
380,66__23_07_13_H3_Pesquerito2_Velero_chunk_40.wav,6,passengers
381,66__23_07_13_H3_Pesquerito2_Velero_chunk_41.wav,6,passengers
382,66__23_07_13_H3_Pesquerito2_Velero_chunk_42.wav,6,passengers
383,66__23_07_13_H3_Pesquerito2_Velero_chunk_43.wav,6,passengers
384,66__23_07_13_H3_Pesquerito2_Velero_chunk_44.wav,6,passengers
385,66__23_07_13_H3_Pesquerito2_Velero_chunk_45.wav,6,passengers
386,66__23_07_13_H3_Pesquerito2_Velero_chunk_46.wav,6,passengers
387,66__23_07_13_H3_Pesquerito2_Velero_chunk_47.wav,6,passengers
388,66__23_07_13_H3_Pesquerito2_Velero_chunk_48.wav,6,passengers
389,66__23_07_13_H3_Pesquerito2_Velero_chunk_49.wav,6,passengers
390,66__23_07_13_H3_Pesquerito2_Velero_chunk_50.wav,6,passengers
391,66__23_07_13_H3_Pesquerito2_Velero_chunk_51.wav,6,passengers
392,66__23_07_13_H3_Pesquerito2_Velero_chunk_52.wav,6,passengers
393,66__23_07_13_H3_Pesquerito2_Velero_chunk_53.wav,6,passengers
394,66__23_07_13_H3_Pesquerito2_Velero_chunk_54.wav,6,passengers
395,66__23_07_13_H3_Pesquerito2_Velero_chunk_55.wav,6,passengers
396,66__23_07_13_H3_Pesquerito2_Velero_chunk_56.wav,6,passengers
397,66__23_07_13_H3_Pesquerito2_Velero_chunk_57.wav,6,passengers
398,66__23_07_13_H3_Pesquerito2_Velero_chunk_58.wav,6,passengers
399,66__23_07_13_H3_Pesquerito2_Velero_chunk_59.wav,6,passengers
400,66__23_07_13_H3_Pesquerito2_Velero_chunk_60.wav,6,passengers
401,66__23_07_13_H3_Pesquerito2_Velero_chunk_61.wav,6,passengers
402,66__23_07_13_H3_Pesquerito2_Velero_chunk_62.wav,6,passengers
403,66__23_07_13_H3_Pesquerito2_Velero_chunk_63.wav,6,passengers
404,66__23_07_13_H3_Pesquerito2_Velero_chunk_64.wav,6,passengers
405,66__23_07_13_H3_Pesquerito2_Velero_chunk_65.wav,6,passengers
